127.0.0.1 - - [14/Apr/2022:10:43:58 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:52:43 -0500] "GET /Jenkins/updateCenter/incompleteInstallStatus?_=1649951562747 HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:52:43 -0500] "GET /Jenkins/updateCenter/installStatus?_=1649951562748 HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:52:45 -0500] "GET /Jenkins/pluginManager/plugins?_=1649951562749 HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:52:45 -0500] "GET /Jenkins/static/53b02bf5/jsbundles/fonts/fontawesome-webfont.woff2 HTTP/1.1" 200 71760
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:52:51 -0500] "POST /Jenkins/pluginManager/installPlugins HTTP/1.1" 200 63
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:00 -0500] "GET /Jenkins/ HTTP/1.1" 200 1098
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:00 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:01 -0500] "GET /Jenkins/i18n/resourceBundle?baseName=jenkins.install.pluginSetupWizard&_=1649951581152 HTTP/1.1" 200 6635
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:01 -0500] "GET /Jenkins/updateCenter/connectionStatus?siteId=default&_=1649951581153 HTTP/1.1" 200 58
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:02 -0500] "GET /Jenkins/setupWizard/platformPluginList?_=1649951581154 HTTP/1.1" 200 2345
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:02 -0500] "GET /Jenkins/updateCenter/installStatus?_=1649951581155 HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:02 -0500] "GET /Jenkins/updateCenter/incompleteInstallStatus?_=1649951581156 HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:02 -0500] "GET /Jenkins/updateCenter/installStatus?_=1649951581157 HTTP/1.1" 200 48
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:08 -0500] "GET /Jenkins/setupWizard/restartStatus?_=1649951581158 HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:27 -0500] "POST /Jenkins/setupWizard/completeInstall HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/ HTTP/1.1" 200 4171
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/scripts/yui/cookie/cookie-min.js HTTP/1.1" 200 1430
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/model/UsageStatistics/footer-resources.js HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/jenkins-header-logo-v2.svg HTTP/1.1" 200 15179
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/title.svg HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/new-package.svg HTTP/1.1" 200 24780
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/user.svg HTTP/1.1" 200 28226
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/gear.svg HTTP/1.1" 200 16099
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/folder.svg HTTP/1.1" 200 28520
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/notepad.svg HTTP/1.1" 200 25198
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/material-icons/svg-sprite-social-symbol.svg HTTP/1.1" 200 10435
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/material-icons/svg-sprite-action-symbol.svg HTTP/1.1" 200 62939
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/material-icons/svg-sprite-navigation-symbol.svg HTTP/1.1" 200 4287
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/material-icons/edit.svg HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:38 -0500] "GET /Jenkins/static/53b02bf5/images/material-icons/svg-sprite-content-symbol.svg HTTP/1.1" 200 9233
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:43 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:44 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:48 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:48 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:53 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:53 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:58 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:53:58 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:03 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:03 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:08 -0500] "GET /Jenkins/user/admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:08 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:08 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:08 -0500] "GET /Jenkins/user/admin/ HTTP/1.1" 200 2710
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/up.svg HTTP/1.1" 200 8222
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/search.svg HTTP/1.1" 200 15756
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:09 -0500] "GET /Jenkins//static/53b02bf5/images/svgs/person.svg HTTP/1.1" 200 23975
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:54:27 -0500] "GET /Jenkins/administrativeMonitorsApi/nonSecurityPopupContent HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:05 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4831
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:05 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/css/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6636
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/gear2.svg HTTP/1.1" 200 16099
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/setting.svg HTTP/1.1" 200 19139
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/secure.svg HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/plugin.svg HTTP/1.1" 200 19116
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/network.svg HTTP/1.1" 200 62692
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/computer.svg HTTP/1.1" 200 36844
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/clipboard.svg HTTP/1.1" 200 20569
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/monitor.svg HTTP/1.1" 200 17191
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/document.svg HTTP/1.1" 200 20772
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/refresh.svg HTTP/1.1" 200 16810
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/terminal.svg HTTP/1.1" 200 18189
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/static/53b02bf5/images/svgs/system-log-out.svg HTTP/1.1" 200 16282
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:06 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:07 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:07 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:07 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:11 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:11 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:56:13 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/act HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:36 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4830
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:37 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:37 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:39 -0500] "GET /Jenkins/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:39 -0500] "GET /Jenkins/ HTTP/1.1" 403 584
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:39 -0500] "GET /Jenkins/login?from=%2FJenkins%2F HTTP/1.1" 200 892
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "POST /Jenkins/j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/ HTTP/1.1" 200 3591
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.css HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:10:59:54 -0500] "GET /Jenkins/adjuncts/53b02bf5/jenkins/management/AdministrativeMonitorsDecorator/resources.js HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:00 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:00 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:01 -0500] "GET /Jenkins/administrativeMonitorsApi/nonSecurityPopupContent HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:05 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:05 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:10 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:10 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.css HTTP/1.1" 200 64
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:15 -0500] "GET /Jenkins/adjuncts/53b02bf5/hudson/diagnosis/ReverseProxySetupMonitor/resources.js HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:16 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:16 -0500] "GET /Jenkins/administrativeMonitor/jenkins.diagnostics.URICheckEncodingMonitor/checkURIEncoding?value=%E5%9F%B7%E4%BA%8B HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:16 -0500] "GET /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:16 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:16 -0500] "GET /Jenkins/Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/testForReverseProxySetup/http%3A%2F%2Flocalhost%3A8090%2FJenkins%2Fmanage/ HTTP/1.1" 400 804
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:19 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/act HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:24 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7236
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:24 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7234
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:31 -0500] "GET /Jenkins/manage HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:31 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:31 -0500] "POST /Jenkins/administrativeMonitor/hudson.diagnosis.ReverseProxySetupMonitor/test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:36 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:36 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:41 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:41 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/configure HTTP/1.1" 200 7236
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/org/kohsuke/stapler/bind.js HTTP/1.1" 200 936
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/breadcrumb-config-outline/init.js HTTP/1.1" 200 397
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/breadcrumb-config-outline/init.css HTTP/1.1" 200 119
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.css HTTP/1.1" 200 1076
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/layout/breadcrumbs.js HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/link/link.js HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/section_.css HTTP/1.1" 200 145
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/section_.js HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/textarea/textarea.css HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/textarea/textarea.js HTTP/1.1" 200 1221
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/radioBlock/radioBlock.js HTTP/1.1" 200 947
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/repeatable/repeatable.js HTTP/1.1" 200 2198
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/confirm.js HTTP/1.1" 200 968
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/advanced/advanced.js HTTP/1.1" 200 579
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/hetero-list/hetero-list.js HTTP/1.1" 200 2129
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/adjuncts/53b02bf5/lib/form/apply/apply.js HTTP/1.1" 200 1263
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:43 -0500] "GET /Jenkins/static/53b02bf5/images/textarea-handle.gif HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "GET /Jenkins/static/53b02bf5/images/grip.png HTTP/1.1" 200 92
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "GET /Jenkins/static/53b02bf5/scripts/yui/assets/skins/sam/sprite.png HTTP/1.1" 200 3128
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "POST /Jenkins/descriptorByName/jenkins.model.ProjectNamingStrategy$PatternProjectNamingStrategy/checkNamePattern HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "POST /Jenkins/descriptorByName/jenkins.model.JenkinsLocationConfiguration/checkUrl HTTP/1.1" 200 145
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "GET /Jenkins/static/53b02bf5/images/none.gif HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "GET /Jenkins/static/53b02bf5/images/16x16/warning.png HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "POST /Jenkins/descriptorByName/jenkins.model.JenkinsLocationConfiguration/checkAdminAddress HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "POST /Jenkins/descriptorByName/jenkins.security.ResourceDomainConfiguration/checkUrl HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:44 -0500] "POST /Jenkins/descriptorByName/hudson.tasks.Shell/checkShell HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:48 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:48 -0500] "POST /Jenkins/ajaxExecutors HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [14/Apr/2022:11:00:53 -0500] "POST /Jenkins/ajaxBuildQueue HTTP/1.1" 200 404
